product_row_id,product_id,product_name,domain,k_cluster,analytical_role,body_role,primary_tail_type,assignment_basis,fallback_assignment_flag,flag_loss,flag_volatility,flag_impact,n_tail_flags,total_sales,profit_margin,n_orders,cv_not_estimable,cv_order_profit_raw,cv_order_profit_model,primary_action,compound_overlap_flag,assignment_instability,instability_margin,instability_source,deterioration_level,concentration_level,primary_signal,n_active_signals,escalation_status,final_intervention,total_profit,mean_order_profit,cv_order_profit,pct_orders_loss,profit_scale
307,OFF-BI-10002026,Ibico Recycled Linen-Style Covers,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,749.952,0.35000000000000003,4,False,1.2387952339481407,1.2387952339481407,Protect,False,none,0.45257214638629134,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Protect (Tight Control),262.4832,65.6208,1.2387952339481407,0.25,0.01041602976008503
308,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1125.148,0.2319277108433735,7,False,0.828392418284458,0.828392418284458,Protect,False,none,0.7838032719829086,cluster_margin,none,none,No Signal,0,No Escalation,Protect,260.953,37.278999999999996,0.828392418284458,0.0,0.010355307364370247
309,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,593.84,0.43923076923076915,6,False,0.41982999535004895,0.41982999535004895,Protect,False,none,0.7681896457884414,cluster_margin,none,none,No Signal,0,No Escalation,Protect,260.83279999999996,43.472133333333325,0.41982999535004895,0.0,0.010350537509472247
310,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Clustered Body,1,Stable Loss Cluster,Stable Loss Cluster,,,False,False,False,False,0,1041.664,0.24920127795527158,10,False,2.527159776013869,2.527159776013869,Correct,False,watch,0.09698334471493454,cluster_margin,severe,none,Severe Deterioration,2,Reroute Action,Exit / Restructure,259.584,25.9584,2.527159776013869,0.4,0.010300981812328988
311,TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,2159.82,0.12,5,False,1.592489432226346,1.592489432226346,Protect,False,none,0.5466649101736121,cluster_margin,severe,none,Severe Deterioration,1,Reroute Action,Reroute to Contain / Correct,259.1784,51.83568,1.592489432226346,0.2,0.010284886528247224
312,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1240.04,0.20896551724137932,8,False,1.1669397905653074,1.1669397905653074,Protect,False,none,0.7854044268532139,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Protect (Tight Control),259.1256,32.3907,1.1669397905653074,0.0,0.010282791284165574
313,OFF-PA-10002319,Xerox 1944,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,573.648,0.4486486486486486,6,False,0.6903473190928787,0.6903473190928787,Protect,False,none,0.7747412429485105,cluster_margin,none,none,No Signal,0,No Escalation,Protect,257.3664,42.8944,0.6903473190928787,0.0,0.010212981560899698
314,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,681.454,0.37594936708860766,4,False,1.4704067841316453,1.4704067841316453,Protect,False,none,0.4451779066960201,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Protect (Tight Control),256.1922,64.04805,1.4704067841316453,0.25,0.010166386189674827
315,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1489.334,0.17142857142857143,9,False,0.8141240147955953,0.8141240147955953,Protect,False,none,0.8024410290455855,cluster_margin,none,none,No Signal,0,No Escalation,Protect,255.3144,28.368266666666667,0.8141240147955953,0.0,0.0101315527568174
316,OFF-PA-10003790,Xerox 1991,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,575.568,0.44285714285714284,6,False,0.785910329464693,0.785910329464693,Protect,False,none,0.7775834820128454,cluster_margin,none,none,No Signal,0,No Escalation,Protect,254.8944,42.4824,0.785910329464693,0.0,0.01011488604253155
317,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1501.8980000000001,0.1696682464454976,8,False,1.37957826638891,1.37957826638891,Protect,False,none,0.7088011145261555,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Protect (Tight Control),254.8244,31.85305,1.37957826638891,0.125,0.010112108256817241
318,OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1072.626,0.2371134020618557,4,False,0.7716361971024114,0.7716361971024114,Protect,False,none,0.7069724996273422,cluster_margin,none,none,No Signal,0,No Escalation,Protect,254.334,63.5835,0.7716361971024114,0.0,0.010092647883755858
319,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1589.406,0.15970695970695972,6,False,0.6517366708687014,0.6517366708687014,Protect,False,none,0.7794496491490654,cluster_margin,none,none,No Signal,0,No Escalation,Protect,253.8392,42.306533333333334,0.6517366708687014,0.0,0.010073012907021004
320,TEC-PH-10002555,Nortel Meridian M5316 Digital phone,Clustered Body,1,Stable Loss Cluster,Stable Loss Cluster,,,False,False,False,False,0,2744.87,0.09245283018867925,4,False,3.504977878653016,3.504977878653016,Correct,False,none,0.20972834936167198,cluster_margin,severe,none,Severe Deterioration,1,Reroute Action,Exit / Restructure,253.77100000000002,63.442750000000004,3.504977878653016,0.5,0.010070306550082207
321,TEC-PH-10000486,Plantronics HL10 Handset Lifter,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,2227.008,0.1125,3,False,0.4984878778982892,0.4984878778982892,Protect,False,none,0.6097227024829416,cluster_margin,none,none,No Signal,0,No Escalation,Protect,250.5384,83.5128,0.4984878778982892,0.0,0.009942028405795444
322,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,949.026,0.2608695652173913,5,False,1.2754721970647647,1.2754721970647647,Protect,False,none,0.5747211452435748,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Protect (Tight Control),247.57199999999997,49.514399999999995,1.2754721970647647,0.2,0.009824313783753667
323,FUR-CH-10003817,"Global Value Steno Chair, Gray",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,2204.862,0.11157024793388429,10,False,1.849152232645389,1.849152232645389,Protect,False,none,0.2899704183870469,cluster_margin,severe,none,Severe Deterioration,1,Reroute Action,Reroute to Contain / Correct,245.99699999999999,24.5997,1.849152232645389,0.3,0.009761813605181729
324,OFF-PA-10002581,Xerox 1951,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,755.912,0.3237704918032787,6,False,0.7850223620539677,0.7850223620539677,Protect,False,none,0.7913244394383635,cluster_margin,none,none,No Signal,0,No Escalation,Protect,244.74200000000002,40.790333333333336,0.7850223620539677,0.0,0.009712011875589486
325,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1685.44,0.145,5,False,2.0381880776844694,2.0381880776844694,Protect,False,none,0.5236009059772796,cluster_margin,severe,none,Severe Deterioration,1,Reroute Action,Reroute to Contain / Correct,244.3888,48.87776,2.0381880776844694,0.2,0.009697995962528147
326,OFF-LA-10001474,Avery 477,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,573.9639999999999,0.4255319148936171,4,False,0.7698089752896572,0.7698089752896572,Protect,False,none,0.7222308919670474,cluster_margin,none,none,No Signal,0,No Escalation,Protect,244.24,61.06,0.7698089752896572,0.0,0.00969209118375259
327,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,518.0,0.4714285714285714,9,False,0.6467998639792449,0.6467998639792449,Protect,False,none,0.8158855674352817,cluster_margin,none,none,No Signal,0,No Escalation,Protect,244.2,27.133333333333333,0.6467998639792449,0.0,0.009690503877630126
328,TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1916.716,0.12605633802816904,5,False,0.8085575575581269,0.8085575575581269,Protect,False,none,0.7704811969800809,cluster_margin,none,none,No Signal,0,No Escalation,Protect,241.6142,48.32284,0.8085575575581269,0.0,0.009587892473343575
329,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,948.228,0.25430107526881723,6,False,0.5298773351367031,0.5298773351367031,Protect,False,none,0.7955971585078961,cluster_margin,none,none,No Signal,0,No Escalation,Protect,241.1354,40.189233333333334,0.5298773351367031,0.0,0.009568892419057706
330,OFF-PA-10003656,Xerox 1935,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,538.152,0.4441176470588235,4,False,0.5207983982564849,0.5207983982564849,Protect,False,none,0.7306817302792793,cluster_margin,none,none,No Signal,0,No Escalation,Protect,239.0028,59.7507,0.5207983982564849,0.0,0.009484265193138648
331,OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,527.472,0.4484848484848485,5,False,0.9450543204144017,0.9450543204144017,Protect,False,none,0.7758034443870923,cluster_margin,none,none,No Signal,0,No Escalation,Protect,236.5632,47.31264,0.9450543204144017,0.0,0.009387455392729694
332,OFF-PA-10001790,Xerox 1910,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,586.088,0.4032786885245902,5,False,0.4789305491657001,0.4789305491657001,Protect,False,none,0.7774884583807946,cluster_margin,none,none,No Signal,0,No Escalation,Protect,236.3568,47.27136,0.4789305491657001,0.0,0.00937926489313779
333,OFF-PA-10002120,Xerox 1889,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,516.624,0.45744680851063824,3,False,0.6134982701542914,0.6134982701542914,Protect,False,none,0.6518817629449557,cluster_margin,none,none,No Signal,0,No Escalation,Protect,236.32799999999997,78.776,0.6134982701542914,0.0,0.009378122032729617
334,OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,812.1600000000001,0.2899999999999999,2,False,0.47039262402189685,0.47039262402189685,Protect,False,none,0.3845349011882573,cluster_margin,none,none,No Signal,0,No Escalation,Protect,235.52639999999997,117.76319999999998,0.47039262402189685,0.0,0.009346312418035478
335,OFF-BI-10004492,Tuf-Vin Binders,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,669.496,0.35000000000000003,7,False,1.3641992978598154,1.3641992978598154,Protect,False,none,0.39061986622110884,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Protect (Tight Control),234.3236,33.4748,1.3641992978598154,0.2857142857142857,0.009298582122933049
336,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Clustered Body,1,Stable Loss Cluster,Stable Loss Cluster,,,False,False,False,False,0,3641.2740000000003,0.06432748538011696,15,False,2.1431239516957787,2.1431239516957787,Correct,False,none,0.13414893053776616,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Correct — Accelerated,234.234,15.6156,2.1431239516957787,0.4,0.009295026557218736
337,OFF-ST-10000532,Advantus Rolling Drawer Organizers,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1115.92,0.20896551724137932,6,False,1.0899146785763163,1.0899146785763163,Protect,False,none,0.8008074596901735,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Protect (Tight Control),233.18880000000001,38.8648,1.0899146785763163,0.0,0.009253550248238806
338,FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,2207.956,0.10491803278688525,2,False,1.7639090532363981,1.7639090532363981,Protect,False,high,0.010861279862050429,cluster_margin,severe,none,High Classification Instability,2,Reassess Classification,Reassess Classification,231.6544,115.8272,1.7639090532363981,0.5,0.009192661185381165
339,TEC-PH-10001061,Apple iPhone 5C,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1339.866,0.17164179104477612,4,False,1.4379801729568245,1.4379801729568245,Protect,False,none,0.7258435287191304,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Protect (Tight Control),229.97699999999998,57.494249999999994,1.4379801729568245,0.0,0.009126097503135722
340,FUR-BO-10000711,"Hon Metal Bookcases, Gray",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,851.76,0.27,2,False,0.7055523784396642,0.7055523784396642,Protect,False,none,0.41117432941246557,cluster_margin,none,none,No Signal,0,No Escalation,Protect,229.9752,114.9876,0.7055523784396642,0.0,0.009126026074360213
341,TEC-PH-10001750,Samsung Rugby III,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1385.79,0.1657142857142857,8,False,0.7987209659258833,0.7987209659258833,Protect,False,none,0.8304497650868775,cluster_margin,none,none,No Signal,0,No Escalation,Protect,229.6452,28.70565,0.7987209659258833,0.0,0.009112930798849901
342,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,2883.276,0.07962962962962965,5,False,6.539796483860875,6.539796483860875,Protect,False,watch,0.07599999848934032,cluster_margin,severe,none,Severe Deterioration,2,Reroute Action,Reroute to Contain / Correct,229.59420000000003,45.91884,6.539796483860875,0.2,0.009110906983543764
343,FUR-CH-10001891,Global Deluxe Office Fabric Chairs,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1420.504,0.1614864864864865,6,False,0.5879378379344117,0.5879378379344117,Protect,False,none,0.8121012487113007,cluster_margin,none,none,No Signal,0,No Escalation,Protect,229.3922,38.232033333333334,0.5879378379344117,0.0,0.00910289108762533
344,TEC-PH-10004434,Cisco IP Phone 7961G VoIP phone - Dark gray,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1386.69,0.16470588235294117,3,False,0.46377159361738746,0.46377159361738746,Protect,False,none,0.6703946137840483,cluster_margin,none,none,No Signal,0,No Escalation,Protect,228.39600000000002,76.132,0.46377159361738746,0.0,0.009063359228645415
345,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,543.6,0.42,6,False,0.8239721022870122,0.8239721022870122,Protect,False,none,0.8135515384376217,cluster_margin,none,none,No Signal,0,No Escalation,Protect,228.312,38.052,0.8239721022870122,0.0,0.009060025885788246
346,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,570.78,0.3942857142857143,7,False,0.6042225131537309,0.6042225131537309,Protect,False,none,0.8301086619140116,cluster_margin,none,none,No Signal,0,No Escalation,Protect,225.0504,32.15005714285714,0.6042225131537309,0.0,0.008930596944562698
347,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,488.904,0.4564102564102564,7,False,0.6218721051885078,0.6218721051885078,Protect,False,none,0.832746107310042,cluster_margin,none,none,No Signal,0,No Escalation,Protect,223.14079999999998,31.87725714285714,0.6218721051885078,0.0,0.008854818950276365
348,OFF-ST-10002292,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1706.508,0.13043478260869565,2,False,1.4110018168622886,1.4110018168622886,Protect,False,none,0.43978337186668587,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Protect (Tight Control),222.588,111.294,1.4110018168622886,0.0,0.008832882379663941
349,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,908.6999999999999,0.24192307692307694,6,False,0.9095778205221329,0.9095778205221329,Protect,False,none,0.8240434960085921,cluster_margin,none,none,No Signal,0,No Escalation,Protect,219.8355,36.63925,0.9095778205221329,0.0,0.00872365587711203
350,TEC-MA-10004626,Lexmark 20R1285 X6650 Wireless All-in-One Printer,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,600.0,0.364,2,False,1.5039694070260612,1.5039694070260612,Protect,False,high,0.006658738202019172,cluster_margin,severe,none,High Classification Instability,2,Reassess Classification,Reassess Classification,218.4,109.2,1.5039694070260612,0.5,0.008666691428642178
351,TEC-PH-10000011,PureGear Roll-On Screen Protector,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,571.7139999999999,0.38181818181818183,5,False,1.1672183869535628,1.1672183869535628,Protect,False,none,0.7959635700268093,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Protect (Tight Control),218.2908,43.658159999999995,1.1672183869535628,0.0,0.008662358082927856
352,OFF-PA-10000176,Xerox 1887,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,512.1899999999999,0.4222222222222223,8,False,0.7207433834376465,0.7207433834376465,Protect,False,none,0.8470679244865618,cluster_margin,none,none,No Signal,0,No Escalation,Protect,216.258,27.03225,0.7207433834376465,0.0,0.00858169118578434
353,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Clustered Body,1,Stable Loss Cluster,Stable Loss Cluster,,,False,False,False,False,0,1217.106,0.1771043771043771,12,False,3.6225888304583975,3.6225888304583975,Correct,False,none,0.2978543517118748,cluster_margin,severe,none,Severe Deterioration,1,Reroute Action,Exit / Restructure,215.5548,17.9629,3.6225888304583975,0.4166666666666667,0.00855378634415146
354,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,626.538,0.33884297520661155,5,False,0.8367362153029946,0.8367362153029946,Protect,False,none,0.8136203401384279,cluster_margin,none,none,No Signal,0,No Escalation,Protect,212.298,42.4596,0.8367362153029946,0.0,0.00842454787966061
355,TEC-AC-10001714,Logitech MX Performance Wireless Mouse,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,789.822,0.2681818181818182,7,False,0.5298248443267026,0.5298248443267026,Protect,False,none,0.8455831224149455,cluster_margin,none,none,No Signal,0,No Escalation,Protect,211.8159,30.259414285714286,0.5298248443267026,0.0,0.008405416872619637
356,TEC-PH-10002275,Mitel 5320 IP Phone VoIP phone,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,2116.688,0.09999999999999998,4,False,0.544494558809574,0.544494558809574,Protect,False,none,0.773623853851823,cluster_margin,none,none,No Signal,0,No Escalation,Protect,211.66879999999998,52.917199999999994,0.544494558809574,0.0,0.008399579554354282
357,OFF-BI-10000666,Surelock Post Binders,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,653.984,0.32242990654205606,8,False,1.4795085028763892,1.4795085028763892,Protect,False,none,0.4739445261866262,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Protect (Tight Control),210.864,26.358,1.4795085028763892,0.25,0.008367642955170349
358,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Clustered Body,1,Stable Loss Cluster,Stable Loss Cluster,,,False,False,False,False,0,3401.6,0.061875,4,False,4.502178878525179,4.502178878525179,Correct,False,none,0.3056407514601582,cluster_margin,severe,none,Severe Deterioration,1,Reroute Action,Exit / Restructure,210.474,52.6185,4.502178878525179,0.5,0.008352166720476345
359,TEC-PH-10003885,Cisco SPA508G,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,910.662,0.22826086956521738,5,False,0.7953644314538977,0.7953644314538977,Protect,False,none,0.6266141450913882,cluster_margin,none,none,No Signal,0,No Escalation,Protect,207.86849999999998,41.573699999999995,0.7953644314538977,0.2,0.00824877356792448
360,OFF-PA-10001970,Xerox 1881,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,454.36,0.4556756756756757,11,False,0.6074521477952437,0.6074521477952437,Protect,False,none,0.8545421124249869,cluster_margin,none,none,No Signal,0,No Escalation,Protect,207.04080000000002,18.82189090909091,0.6074521477952437,0.0,0.008215928235985437
361,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1776.048,0.11656441717791412,10,False,4.680285512413576,4.680285512413576,Protect,False,none,0.3459109327127932,cluster_margin,severe,none,Severe Deterioration,1,Reroute Action,Reroute to Contain / Correct,207.024,20.7024,4.680285512413576,0.1,0.008215261567414003
362,FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,3447.84,0.060000000000000005,2,False,0.3526895977596855,0.3526895977596855,Protect,False,none,0.5127138639926889,cluster_margin,none,none,No Signal,0,No Escalation,Protect,206.87040000000002,103.43520000000001,0.3526895977596855,0.0,0.00820916631190375
363,OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1073.1119999999999,0.19221311475409839,7,False,0.8962354488246483,0.8962354488246483,Protect,False,none,0.853443378318541,cluster_margin,none,none,No Signal,0,No Escalation,Protect,206.2662,29.4666,0.8962354488246483,0.0,0.00818519005292396
364,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,709.5,0.29,6,False,0.5177116970897128,0.5177116970897128,Protect,False,none,0.8430252348590378,cluster_margin,none,none,No Signal,0,No Escalation,Protect,205.755,34.2925,0.5177116970897128,0.0,0.008164904280678897
365,OFF-PA-10001019,Xerox 1884,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,543.456,0.3764705882352941,8,False,0.5841186906267276,0.5841186906267276,Protect,False,none,0.8594535150536936,cluster_margin,none,none,No Signal,0,No Escalation,Protect,204.5952,25.5744,0.5841186906267276,0.0,0.008118880339658114
366,FUR-CH-10003761,Global Italian Leather Office Chair,Clustered Body,1,Stable Loss Cluster,Stable Loss Cluster,,,False,False,False,False,0,969.252,0.21081081081081082,2,False,1.5192320976487919,1.5192320976487919,Correct,False,high,0.014029149416134609,cluster_margin,moderate,none,High Classification Instability,2,Reassess Classification,Reassess Classification,204.3288,102.1644,1.5192320976487919,0.5,0.008108308880882516
367,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1324.8,0.15234375,9,False,2.2847647458292624,2.2847647458292624,Protect,False,none,0.6740926946873071,cluster_margin,severe,none,Severe Deterioration,1,Reroute Action,Reroute to Contain / Correct,201.825,22.424999999999997,2.2847647458292624,0.1111111111111111,0.008008951454147012
368,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1583.8020000000001,0.12727272727272726,6,False,1.1164397504258483,1.1164397504258483,Protect,False,none,0.696636325193155,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Protect (Tight Control),201.57479999999998,33.5958,1.1164397504258483,0.16666666666666666,0.007999022854351012
369,OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,515.79,0.39,3,False,0.5655902559385325,0.5655902559385325,Protect,False,none,0.7179378780624791,cluster_margin,none,none,No Signal,0,No Escalation,Protect,201.1581,67.0527,0.5655902559385325,0.0,0.007982487092820265
370,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,858.8820000000001,0.23410852713178296,10,False,0.7363564793576804,0.7363564793576804,Protect,False,none,0.8637812092419388,cluster_margin,none,none,No Signal,0,No Escalation,Protect,201.07160000000002,20.10716,0.7363564793576804,0.0,0.007979054543330442
371,OFF-PA-10004243,Xerox 1939,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,417.34,0.48,5,False,0.7591876609881522,0.7591876609881522,Protect,False,none,0.8324430643087001,cluster_margin,none,none,No Signal,0,No Escalation,Protect,200.32319999999999,40.06464,0.7591876609881522,0.0,0.007949356045779178
372,OFF-PA-10003134,Xerox 1937,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,499.616,0.4,4,False,0.6154607593953663,0.6154607593953663,Protect,False,none,0.793374151666793,cluster_margin,none,none,No Signal,0,No Escalation,Protect,199.84640000000002,49.961600000000004,0.6154607593953663,0.0,0.007930435356799433
373,OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1379.172,0.14473684210526316,4,False,0.6409973627852629,0.6409973627852629,Protect,False,none,0.7938709125734054,cluster_margin,none,none,No Signal,0,No Escalation,Protect,199.61700000000002,49.904250000000005,0.6409973627852629,0.0,0.007921332156187113
374,OFF-ST-10000604,Home/Office Personal File Carts,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,980.232,0.2021276595744681,7,False,0.4965550829934007,0.4965550829934007,Protect,False,none,0.8614532945356709,cluster_margin,none,none,No Signal,0,No Escalation,Protect,198.132,28.30457142857143,0.4965550829934007,0.0,0.007862403416390714
375,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,1978.925,0.09999999999999999,10,False,1.497342051364071,1.497342051364071,Protect,False,none,0.30263093135124214,cluster_margin,moderate,none,Moderate Deterioration,1,Intensify Action,Protect (Tight Control),197.89249999999998,19.78925,1.497342051364071,0.3,0.007852899420982473
376,OFF-ST-10003442,Eldon Portable Mobile Manager,Clustered Body,0,Stable Profit Cluster,Stable Profit Cluster,,,False,False,False,False,0,899.304,0.21949685534591198,9,False,0.694467421467992,0.694467421467992,Protect,False,none,0.8690943591764299,cluster_margin,none,none,No Signal,0,No Escalation,Protect,197.39440000000002,21.932711111111114,0.694467421467992,0.0,0.007833133491492516
