product_row_id,product_id,product_name,analytical_role,primary_action,escalation_status,final_intervention,performance_deviation,role_profit_z,opportunity_reliability_pass,role_relative_loss_pass,role_relative_cv_pass,opportunity_quality,opportunity_action,opportunity_filter_reason,performance_context,priority_scope_flag,priority_zone,priority_action,priority_sort,total_profit,mean_order_profit,cv_order_profit,pct_orders_loss,profit_scale
1652,TEC-PH-10004080,Avaya 5410 Digital phone,Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.3295134563526761,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-10.878400000000003,-2.7196000000000007,8.74248942002101,0.5,-0.00043168377306474853
1654,OFF-BI-10004817,GBC Personal VeloBind Strips,Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.25047414974063964,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-11.261199999999999,-1.608742857142857,8.159963515050348,0.42857142857142855,-0.00044687429265670913
1660,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.3546406577300274,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-12.290999999999997,-3.072749999999999,16.32206181806637,0.25,-0.00048773948877949165
1668,TEC-PH-10003092,Motorola L804,Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.29416887958869675,False,True,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-13.337100000000007,-2.222850000000001,8.551166492328464,0.3333333333333333,-0.0005292515121471779
1672,TEC-PH-10004522,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.48281440641429896,False,True,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-14.622500000000002,-4.874166666666667,8.311040390959901,0.3333333333333333,-0.000580259594392492
1677,OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Extreme Volatility Tail,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.4381566991515804,False,True,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-17.03280000000001,-5.677600000000003,22.66768706900737,0.3333333333333333,-0.0006759066930667424
1682,OFF-BI-10003719,Large Capacity Hanging Post Binders,Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.4129458684582467,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-19.461,-3.8922,9.455954517492707,0.6,-0.0007722641112307939
1687,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.29644059331304484,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-20.293000000000006,-2.2547777777777784,13.860800346620497,0.3333333333333333,-0.0008052800785780025
1688,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.5002489297353533,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-20.4768,-5.1192,13.069104809099684,0.25,-0.000812573750210715
1692,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.3204096041192565,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-20.7332,-2.59165,8.648964214568393,0.5,-0.0008227483824556959
1695,FUR-TA-10004086,KI Adjustable-Height Table,Extreme Volatility Tail,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.31362108956584767,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-22.35479999999999,-3.1935428571428557,22.66768706900737,0.5714285714285714,-0.0008870977726603025
1696,TEC-MA-10003356,Panasonic KX MC6040 Color Laser Multifunction Printer,Extreme Volatility Tail,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.7174604838244011,False,True,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-22.497500000000002,-11.248750000000001,22.66768706900737,0.5,-0.0008927604872521859
1700,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",Stable Profit Cluster,Protect,Reroute Action,Reroute to Contain / Correct,Negative Deviation,-1.0560668064104677,False,False,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-24.496,-4.8991999999999996,2.1261294686010905,0.2,-0.0009720662693956903
1702,FUR-BO-10001608,"Hon Metal Bookcases, Black",Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.5198355529695522,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-26.972400000000007,-5.3944800000000015,19.696163966292026,0.4,-0.001070336391437309
1718,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-0.5484531488296075,False,False,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-40.57679999999999,-5.796685714285713,14.331522411394733,0.42857142857142855,-0.001610195076747838
1729,TEC-PH-10000127,iOttie XL Car Mount,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.20709542433847383,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-50.3748,-25.1874,0.4000375298972521,1.0,-0.00199900571144489
1731,TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.27129158245957613,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-55.656,-27.828,0.0,1.0,-0.0022085777387935396
1740,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-1.0869824228288556,False,False,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-66.8272,-13.365440000000001,19.45843365895841,0.6,-0.0026518805926747093
1747,TEC-MA-10002694,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-1.33047713793506,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-71.3958,-71.3958,0.0,1.0,-0.0028331747614516994
1748,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,Stable Profit Cluster,Protect,Reassess Classification,Reassess Classification,Negative Deviation,-1.2740570485534777,False,False,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-74.34749999999998,-10.621071428571426,5.101859727712681,0.14285714285714285,-0.002950306048493471
1752,FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.5473160996433115,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-78.36359999999999,-39.181799999999996,3.13072541058465,0.5,-0.0031096755514539564
1753,FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.5490810928568206,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-78.5088,-39.2544,0.4683818073382898,1.0,-0.003115437472678493
1756,FUR-BO-10003433,Sauder Cornerstone Collection Library,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.2525200935717322,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-81.1676,-27.055866666666663,1.0676379314128446,0.6666666666666666,-0.0032209457106385383
1760,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.3841150053969434,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-97.4064,-32.4688,2.9598512596420234,0.3333333333333333,-0.0038653443771744112
1767,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.136062956415185,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-111.32800000000003,-22.265600000000006,4.427603470198138,0.4,-0.004417790400036065
1768,FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.9715100953170428,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-113.2606,-56.6303,1.048447647453497,1.0,-0.004494481095342812
1770,FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.15234368169373508,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-114.6764,-22.93528,2.1573674227363475,0.8,-0.004550663795547353
1772,FUR-BO-10000112,"Bush Birmingham Collection Bookcase, Dark Cherry",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-2.460612503249454,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-117.882,-117.882,0.0,1.0,-0.004677870508201452
1773,TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.3187409695734372,False,False,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-119.119,-29.77975,3.14357523072901,0.75,-0.004726957950038587
1774,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.3251652045137921,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-120.17599999999999,-30.043999999999997,2.7421015859432334,0.5,-0.004768902514324644
1777,FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.61372943932188,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-125.74080000000001,-41.9136,1.62030690186383,0.6666666666666666,-0.0049897285420815495
1778,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-1.6354235267470418,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-126.44100000000003,-21.073500000000006,17.821530353430305,0.16666666666666666,-0.005017514335755246
1779,OFF-ST-10003656,Safco Industrial Wire Shelving,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.2108383768887749,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-126.7068,-25.34136,1.1256161606036432,0.8,-0.005028061984939005
1780,TEC-PH-10002200,Samsung Galaxy Note 2,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-1.1603668002826408,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-128.79719999999998,-64.39859999999999,7.0433608556955685,0.5,-0.005111014602898864
1784,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.13410023209786665,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-133.1092,-22.184866666666665,3.588349109953941,0.5,-0.0052821262029002615
1785,FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.40579573470558494,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-133.4424,-33.3606,1.01489871718067,0.75,-0.00529534846290037
1786,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.4676726042238118,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-143.6232,-35.9058,1.0170948493508696,0.75,-0.005699349617189382
1788,FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.8069889028407358,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-149.589,-49.863,0.34465911906725377,1.0,-0.005936088388823968
1789,FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-1.521249565562153,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-158.48579999999998,-79.24289999999999,0.1980579960373049,1.0,-0.006289137016581951
1790,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.3956676882490027,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-164.72000000000003,-32.944,7.542754053916201,0.4,-0.006536526612298258
1791,TEC-MA-10003589,Cisco 8961 IP Phone Charcoal,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-3.6049845080381027,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-164.9538,-164.9538,0.0,1.0,-0.006545804416584047
1792,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.17131350367703896,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-166.009,-23.715571428571426,1.6244809646789238,0.8571428571428571,-0.006587677552094592
1793,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Stable Loss Cluster,Correct,Reassess Classification,Reassess Classification,Negative Deviation,-0.40806640090588453,False,True,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-167.27,-33.454,2.2192626893439233,0.2,-0.006637717377605206
1794,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.6330483354253919,False,False,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-170.83299999999997,-42.70824999999999,3.635599990378189,0.75,-0.006779106670463502
1795,TEC-MA-10004521,Epson Perfection V600 Photo Scanner,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-3.788259361187976,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-172.4925,-172.4925,0.0,1.0,-0.0068449600332191425
1797,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.43655329412711563,False,False,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-173.12879999999998,-34.62576,4.4166083298808925,0.6,-0.006870210105362205
1799,FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-1.0319663803066739,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-177.3512,-59.117066666666666,1.3066102894390907,0.6666666666666666,-0.007037766139649288
1801,FUR-TA-10001095,Chromcraft Round Conference Tables,Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-1.1757872215489569,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-189.97609999999997,-14.613546153846151,9.598807451039225,0.5384615384615384,-0.007538755666286029
1802,FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-4.234605723475336,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-190.8522,-190.8522,0.0,1.0,-0.007573521638633254
1803,FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.7608583983967492,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-191.86200000000002,-47.965500000000006,4.5678107629004945,0.5,-0.007613593181694806
1804,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.5292110618201096,False,False,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-192.18540000000002,-38.43708,6.323746079947117,0.6,-0.007626426551694911
1806,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.13909483334025755,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-201.51279999999997,-22.390311111111107,2.2595865276724463,0.8888888888888888,-0.007996562529861195
1807,FUR-TA-10002774,Laminate Occasional Tables,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-1.2684576427026104,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-206.5342,-68.84473333333334,1.1539617393124821,1.0,-0.008195825003944456
1808,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.22882720716982022,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-208.6504,-26.0813,3.380709646405496,0.375,-0.008279801434353305
1809,TEC-PH-10002789,LG Exalt,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-1.313937417325455,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-212.14640000000003,-70.71546666666667,1.2258371776351482,0.6666666666666666,-0.008418531989456478
1810,FUR-TA-10001857,Balt Solid Wood Rectangular Table,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.909111142751156,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-216.2545,-54.063625,1.1167185432065228,0.75,-0.008581552296498625
1815,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.3887591394487033,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-228.61880000000002,-32.65982857142858,1.0879040659810353,0.7142857142857143,-0.009072200523747529
1816,FUR-TA-10004575,Hon 5100 Series Wood Tables,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.42343663696591144,False,False,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-238.6036,-34.08622857142857,7.999630967218528,0.5714285714285714,-0.009468423878036477
1817,OFF-BI-10004224,Catalog Binders with Expanding Posts,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.33080540321260904,False,False,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-242.208,-30.276,3.635048325590865,0.625,-0.009611456032731521
1818,FUR-CH-10004860,Global Low Back Tilter Chair,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.3435177303661061,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-246.3912,-30.7989,0.9689005162383342,0.875,-0.00977745650701859
1821,FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.8422333375719804,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-256.5636,-51.31272,2.8603959241265615,0.4,-0.010181124327021887
1822,OFF-SU-10000151,High Speed Automatic Electric Letter Opener,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-1.7179766167580552,False,True,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-262.00480000000005,-87.33493333333335,6.948524602490022,0.3333333333333333,-0.010397045578860386
1823,FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-1.2202647380160243,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-267.4496,-66.8624,1.1527163951649269,1.0,-0.010613109688249902
1825,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-1.3326967506126548,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-285.9484,-71.4871,0.579124476598878,1.0,-0.011347191150704875
1826,FUR-BO-10002268,Sauder Barrister Bookcases,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-1.9834743837840847,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-294.7672,-98.25573333333334,1.328208354634412,1.0,-0.011697144531524059
1827,FUR-TA-10002645,Hon Rectangular Conference Tables,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-1.392663975269709,False,False,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-295.815,-73.95375,5.02870906680522,0.75,-0.01173872401540195
1828,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Risk-Oriented Profit Cluster,Contain,Reroute Action,Reroute to Correct,Negative Deviation,-2.1087856797329327,False,False,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-304.99,-27.726363636363637,12.257064228523722,0.45454545454545453,-0.012102812357241656
1830,OFF-AP-10000390,Euro Pro Shark Stick Mini Vacuum,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-2.233604230102591,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-325.6332,-108.5444,0.9430227768890401,0.6666666666666666,-0.012921989300921812
1831,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Risk-Oriented Profit Cluster,Contain,Reassess Classification,Reassess Classification,Negative Deviation,-2.076273746749777,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-327.23310000000004,-27.269425000000002,8.254197376121287,0.4166666666666667,-0.012985477577554985
1832,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-0.59331167692015,False,False,False,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-328.59,-41.07375,2.5420979973699676,0.75,-0.013039322969494197
1834,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Stable Loss Cluster,Correct,Reroute Action,Exit / Restructure,Negative Deviation,-1.2465130558226563,False,False,True,Not Opportunity Candidate,No Opportunity Action,No positive opportunity signal,Confirmed Downside Risk,True,Broken Value,Correct / Exit,3,-339.7104,-67.94208,0.7904960278450999,0.8,-0.013480609944599842
